0.883833 	-2.106622 	-1.530843598
0.962740 	-2.106622 	-1.482489387
1.039008 	-2.106622 	-1.430071775
1.112428 	-2.106622 	-1.373734436
1.182799 	-2.106622 	-1.313631787
1.249929 	-2.106622 	-1.249928564
1.313632 	-2.106622 	-1.182799373
1.373734 	-2.106622 	-1.112428212
1.430072 	-2.106622 	-1.039007963
1.482489 	-2.106622 	-0.962739865
1.530844 	-2.106622 	-0.883832963
1.575002 	-2.106622 	-0.802503537
1.614843 	-2.106622 	-0.718974505
1.650258 	-2.106622 	-0.633474814
1.681150 	-2.106622 	-0.546238812
1.707434 	-2.106622 	-0.457505607
1.729038 	-2.106622 	-0.367518412
1.745903 	-2.106622 	-0.276523874
1.757982 	-2.106622 	-0.184771403
1.765243 	-2.106622 	-0.092512487
1.767666 	-2.106622 	0
1.765243 	-2.106622 	0.092512487
1.757982 	-2.106622 	0.184771403
1.745903 	-2.106622 	0.276523874
1.729038 	-2.106622 	0.367518412
1.707434 	-2.106622 	0.457505607
1.681150 	-2.106622 	0.546238812
1.650258 	-2.106622 	0.633474814
1.614843 	-2.106622 	0.718974505
1.575002 	-2.106622 	0.802503537
1.530844 	-2.106622 	0.883832963
1.482489 	-2.106622 	0.962739865
1.430072 	-2.106622 	1.039007963
1.373734 	-2.106622 	1.112428212
1.313632 	-2.106622 	1.182799373
1.249929 	-2.106622 	1.249928564
1.182799 	-2.106622 	1.313631787
1.112428 	-2.106622 	1.373734436
1.039008 	-2.106622 	1.430071775
0.962740 	-2.106622 	1.482489387
0.883833 	-2.106622 	1.530843598
0.802504 	-2.106622 	1.575001873
0.718975 	-2.106622 	1.614843178
0.633475 	-2.106622 	1.65025831
0.546239 	-2.106622 	1.681150198
0.457506 	-2.106622 	1.707434171
0.367518 	-2.106622 	1.729038185
0.276524 	-2.106622 	1.745903026
0.184771 	-2.106622 	1.757982468
0.092512 	-2.106622 	1.765243402
0.000000 	-2.106622 	1.767665927
-0.092512 	-2.106622 	1.765243402
-0.184771 	-2.106622 	1.757982468
-0.276524 	-2.106622 	1.745903026
-0.367518 	-2.106622 	1.729038185
-0.457506 	-2.106622 	1.707434171
-0.546239 	-2.106622 	1.681150198
-0.633475 	-2.106622 	1.65025831
-0.718975 	-2.106622 	1.614843178
-0.802504 	-2.106622 	1.575001873
-0.883833 	-2.106622 	1.530843598
-0.962740 	-2.106622 	1.482489387
-1.039008 	-2.106622 	1.430071775
-1.112428 	-2.106622 	1.373734436
-1.182799 	-2.106622 	1.313631787
-1.249929 	-2.106622 	1.249928564
-1.313632 	-2.106622 	1.182799373
-1.373734 	-2.106622 	1.112428212
-1.430072 	-2.106622 	1.039007963
-1.482489 	-2.106622 	0.962739865
-1.530844 	-2.106622 	0.883832963
-1.575002 	-2.106622 	0.802503537
-1.614843 	-2.106622 	0.718974505
-1.650258 	-2.106622 	0.633474814
-1.681150 	-2.106622 	0.546238812
-1.707434 	-2.106622 	0.457505607
-1.729038 	-2.106622 	0.367518412
-1.745903 	-2.106622 	0.276523874
-1.757982 	-2.106622 	0.184771403
-1.765243 	-2.106622 	0.092512487
-1.767666 	-2.106622 	2.16565E-16
-1.765243 	-2.106622 	-0.092512487
-1.757982 	-2.106622 	-0.184771403
-1.745903 	-2.106622 	-0.276523874
